audit_id,transaction_id,customer_id,fraud_probability,overall_risk_score,risk_category,decision
AUDT0000398,T0000398,C01615,9.16,9.16,LOW,ALLOW
AUDT0000399,T0000399,C00205,14.54,14.54,LOW,ALLOW
AUDT0000400,T0000400,C01649,31.45,31.45,LOW,ALLOW
AUDT0000401,T0000401,C00416,2.51,2.51,LOW,ALLOW
AUDT0000402,T0000402,C00494,24.14,24.14,LOW,ALLOW
AUDT0000403,T0000403,C00671,24.13,24.13,LOW,ALLOW
AUDT0000404,T0000404,C01916,36.17,36.17,LOW,ALLOW
AUDT0000405,T0000405,C01374,30.12,30.12,LOW,ALLOW
AUDT0000406,T0000406,C01719,12.42,12.42,LOW,ALLOW
AUDT0000407,T0000407,C00079,26.3,26.3,LOW,ALLOW
AUDT0000408,T0000408,C00548,15.24,15.24,LOW,ALLOW
AUDT0000409,T0000409,C01322,29.07,29.07,LOW,ALLOW
AUDT0000410,T0000410,C01875,9.43,9.43,LOW,ALLOW
AUDT0000411,T0000411,C00078,18.2,18.2,LOW,ALLOW
AUDT0000412,T0000412,C00618,12.41,12.41,LOW,ALLOW
AUDT0000413,T0000413,C00794,13.05,13.05,LOW,ALLOW
AUDT0000414,T0000414,C01006,27.45,27.45,LOW,ALLOW
AUDT0000415,T0000415,C00853,86.91,86.91,HIGH,BLOCK
AUDT0000416,T0000416,C01698,15.94,15.94,LOW,ALLOW
AUDT0000417,T0000417,C00012,19.01,19.01,LOW,ALLOW
AUDT0000418,T0000418,C00474,37.5,37.5,LOW,ALLOW
AUDT0000419,T0000419,C00229,36.44,36.44,LOW,ALLOW
AUDT0000420,T0000420,C01415,25.19,25.19,LOW,ALLOW
AUDT0000421,T0000421,C01379,9.79,9.79,LOW,ALLOW
AUDT0000422,T0000422,C01292,28.73,28.73,LOW,ALLOW
AUDT0000423,T0000423,C00104,9.63,9.63,LOW,ALLOW
AUDT0000424,T0000424,C00144,1.03,1.03,LOW,ALLOW
AUDT0000425,T0000425,C01996,28.39,28.39,LOW,ALLOW
AUDT0000426,T0000426,C01857,15.73,15.73,LOW,ALLOW
AUDT0000427,T0000427,C00480,2.63,2.63,LOW,ALLOW
AUDT0000428,T0000428,C01299,90.97,90.97,HIGH,BLOCK
AUDT0000429,T0000429,C00303,16.01,16.01,LOW,ALLOW
AUDT0000430,T0000430,C00200,1.19,1.19,LOW,ALLOW
AUDT0000431,T0000431,C01812,20.09,20.09,LOW,ALLOW
AUDT0000432,T0000432,C01005,34.08,34.08,LOW,ALLOW
AUDT0000433,T0000433,C00630,30.55,30.55,LOW,ALLOW
AUDT0000434,T0000434,C00626,7.46,7.46,LOW,ALLOW
AUDT0000435,T0000435,C01463,39.83,39.83,LOW,ALLOW
AUDT0000436,T0000436,C00409,25.17,25.17,LOW,ALLOW
AUDT0000437,T0000437,C01249,3.88,3.88,LOW,ALLOW
AUDT0000438,T0000438,C00600,20.72,20.72,LOW,ALLOW
AUDT0000439,T0000439,C01264,12.15,12.15,LOW,ALLOW
AUDT0000440,T0000440,C00483,9.58,9.58,LOW,ALLOW
AUDT0000441,T0000441,C01327,87.84,87.84,HIGH,BLOCK
AUDT0000442,T0000442,C01529,34.39,34.39,LOW,ALLOW
AUDT0000443,T0000443,C00361,2.45,2.45,LOW,ALLOW
AUDT0000444,T0000444,C01851,15.05,15.05,LOW,ALLOW
AUDT0000445,T0000445,C00187,15.41,15.41,LOW,ALLOW
AUDT0000446,T0000446,C00833,4.38,4.38,LOW,ALLOW
AUDT0000447,T0000447,C00195,31.72,31.72,LOW,ALLOW
AUDT0000448,T0000448,C00507,32.6,32.6,LOW,ALLOW
AUDT0000449,T0000449,C01547,33.92,33.92,LOW,ALLOW
AUDT0000450,T0000450,C00235,1.82,1.82,LOW,ALLOW
AUDT0000451,T0000451,C00116,26.58,26.58,LOW,ALLOW
AUDT0000452,T0000452,C01540,5.66,5.66,LOW,ALLOW
AUDT0000453,T0000453,C01091,31.83,31.83,LOW,ALLOW
AUDT0000454,T0000454,C00001,4.51,4.51,LOW,ALLOW
AUDT0000455,T0000455,C00927,37.87,37.87,LOW,ALLOW
AUDT0000456,T0000456,C01333,19.95,19.95,LOW,ALLOW
AUDT0000457,T0000457,C00465,7.92,7.92,LOW,ALLOW
AUDT0000458,T0000458,C00413,33.09,33.09,LOW,ALLOW
AUDT0000459,T0000459,C00201,4.12,4.12,LOW,ALLOW
AUDT0000460,T0000460,C01770,32.48,32.48,LOW,ALLOW
AUDT0000461,T0000461,C00527,22.55,22.55,LOW,ALLOW
AUDT0000462,T0000462,C00445,24.99,24.99,LOW,ALLOW
AUDT0000463,T0000463,C01410,6.81,6.81,LOW,ALLOW
AUDT0000464,T0000464,C01399,32.2,32.2,LOW,ALLOW
AUDT0000465,T0000465,C00668,7.24,7.24,LOW,ALLOW
AUDT0000466,T0000466,C00095,10.56,10.56,LOW,ALLOW
AUDT0000467,T0000467,C01599,34.29,34.29,LOW,ALLOW
AUDT0000468,T0000468,C01864,19.26,19.26,LOW,ALLOW
AUDT0000469,T0000469,C00449,2.42,2.42,LOW,ALLOW
AUDT0000470,T0000470,C00665,10.54,10.54,LOW,ALLOW
AUDT0000471,T0000471,C00931,33.36,33.36,LOW,ALLOW
AUDT0000472,T0000472,C01827,87.52,87.52,HIGH,BLOCK
AUDT0000473,T0000473,C00883,30.32,30.32,LOW,ALLOW
AUDT0000474,T0000474,C00382,5.06,5.06,LOW,ALLOW
AUDT0000475,T0000475,C01872,11.89,11.89,LOW,ALLOW
AUDT0000476,T0000476,C00612,85.75,85.75,HIGH,BLOCK
AUDT0000477,T0000477,C00700,25.99,25.99,LOW,ALLOW
AUDT0000478,T0000478,C01206,37.39,37.39,LOW,ALLOW
AUDT0000479,T0000479,C00817,9.07,9.07,LOW,ALLOW
AUDT0000480,T0000480,C01349,91.11,91.11,HIGH,BLOCK
AUDT0000481,T0000481,C01208,5.2,5.2,LOW,ALLOW
AUDT0000482,T0000482,C01310,14.12,14.12,LOW,ALLOW
AUDT0000483,T0000483,C01285,13.82,13.82,LOW,ALLOW
AUDT0000484,T0000484,C00223,36.8,36.8,LOW,ALLOW
AUDT0000485,T0000485,C00785,23.23,23.23,LOW,ALLOW
AUDT0000486,T0000486,C01902,18.19,18.19,LOW,ALLOW
AUDT0000487,T0000487,C01280,35.71,35.71,LOW,ALLOW
AUDT0000488,T0000488,C01072,92.87,92.87,HIGH,BLOCK
AUDT0000489,T0000489,C00919,34.64,34.64,LOW,ALLOW
AUDT0000490,T0000490,C00336,23.55,23.55,LOW,ALLOW
AUDT0000491,T0000491,C00204,27.92,27.92,LOW,ALLOW
AUDT0000492,T0000492,C01987,23.69,23.69,LOW,ALLOW
AUDT0000493,T0000493,C01167,12.4,12.4,LOW,ALLOW
AUDT0000494,T0000494,C01500,19.29,19.29,LOW,ALLOW
AUDT0000495,T0000495,C00790,3.88,3.88,LOW,ALLOW
AUDT0000496,T0000496,C00024,39.13,39.13,LOW,ALLOW
AUDT0000497,T0000497,C00526,1.92,1.92,LOW,ALLOW
AUDT0000498,T0000498,C01953,96.06,96.06,HIGH,BLOCK
AUDT0000499,T0000499,C00941,36.18,36.18,LOW,ALLOW
AUDT0000500,T0000500,C01661,39.53,39.53,LOW,ALLOW
AUDT0000501,T0000501,C01885,38.81,38.81,LOW,ALLOW
AUDT0000502,T0000502,C01447,79.11,79.11,HIGH,BLOCK
AUDT0000503,T0000503,C01132,85.7,85.7,HIGH,BLOCK
AUDT0000504,T0000504,C01856,4.02,4.02,LOW,ALLOW
AUDT0000505,T0000505,C00171,34.88,34.88,LOW,ALLOW
AUDT0000506,T0000506,C01151,36.22,36.22,LOW,ALLOW
AUDT0000507,T0000507,C01994,4.22,4.22,LOW,ALLOW
AUDT0000508,T0000508,C01664,34.39,34.39,LOW,ALLOW
AUDT0000509,T0000509,C01496,26.11,26.11,LOW,ALLOW
AUDT0000510,T0000510,C00384,11.64,11.64,LOW,ALLOW
AUDT0000511,T0000511,C00522,38.39,38.39,LOW,ALLOW
AUDT0000512,T0000512,C01717,34.6,34.6,LOW,ALLOW
AUDT0000513,T0000513,C01397,85.49,85.49,HIGH,BLOCK
AUDT0000514,T0000514,C00615,12.68,12.68,LOW,ALLOW
AUDT0000515,T0000515,C01737,28.92,28.92,LOW,ALLOW
AUDT0000516,T0000516,C00941,3.73,3.73,LOW,ALLOW
AUDT0000517,T0000517,C01027,23.48,23.48,LOW,ALLOW
AUDT0000518,T0000518,C01108,9.83,9.83,LOW,ALLOW
AUDT0000519,T0000519,C00059,17.15,17.15,LOW,ALLOW
AUDT0000520,T0000520,C00785,72.83,72.83,HIGH,BLOCK
AUDT0000521,T0000521,C01884,27.36,27.36,LOW,ALLOW
AUDT0000522,T0000522,C00445,1.02,1.02,LOW,ALLOW
AUDT0000523,T0000523,C00289,33.99,33.99,LOW,ALLOW
AUDT0000524,T0000524,C01991,15.97,15.97,LOW,ALLOW
AUDT0000525,T0000525,C00223,16.34,16.34,LOW,ALLOW
AUDT0000526,T0000526,C01666,89.56,89.56,HIGH,BLOCK
AUDT0000527,T0000527,C01166,35.79,35.79,LOW,ALLOW
AUDT0000528,T0000528,C00642,15.74,15.74,LOW,ALLOW
AUDT0000529,T0000529,C01257,3.74,3.74,LOW,ALLOW
AUDT0000530,T0000530,C00054,38.83,38.83,LOW,ALLOW
AUDT0000531,T0000531,C00760,4.06,4.06,LOW,ALLOW
AUDT0000532,T0000532,C01458,3.8,3.8,LOW,ALLOW
AUDT0000533,T0000533,C00208,6.53,6.53,LOW,ALLOW
AUDT0000534,T0000534,C01928,12.62,12.62,LOW,ALLOW
AUDT0000535,T0000535,C00849,36.29,36.29,LOW,ALLOW
AUDT0000536,T0000536,C00147,74.75,74.75,HIGH,BLOCK
AUDT0000537,T0000537,C01346,31.8,31.8,LOW,ALLOW
AUDT0000538,T0000538,C01959,18.54,18.54,LOW,ALLOW
AUDT0000539,T0000539,C00957,25.07,25.07,LOW,ALLOW
AUDT0000540,T0000540,C00292,3.38,3.38,LOW,ALLOW
AUDT0000541,T0000541,C00689,27.67,27.67,LOW,ALLOW
AUDT0000542,T0000542,C00156,15.31,15.31,LOW,ALLOW
AUDT0000543,T0000543,C00925,5.41,5.41,LOW,ALLOW
AUDT0000544,T0000544,C00416,23.41,23.41,LOW,ALLOW
AUDT0000545,T0000545,C01853,39.03,39.03,LOW,ALLOW
AUDT0000546,T0000546,C01421,4.52,4.52,LOW,ALLOW
AUDT0000547,T0000547,C01302,12.87,12.87,LOW,ALLOW
AUDT0000548,T0000548,C00274,70.01,70.01,HIGH,BLOCK
AUDT0000549,T0000549,C01784,29.48,29.48,LOW,ALLOW
AUDT0000550,T0000550,C00390,31.39,31.39,LOW,ALLOW
AUDT0000551,T0000551,C00470,80.66,80.66,HIGH,BLOCK
AUDT0000552,T0000552,C00897,16.69,16.69,LOW,ALLOW
AUDT0000553,T0000553,C00450,33.51,33.51,LOW,ALLOW
AUDT0000554,T0000554,C00224,20.54,20.54,LOW,ALLOW
AUDT0000555,T0000555,C01771,20.59,20.59,LOW,ALLOW
AUDT0000556,T0000556,C01191,17.36,17.36,LOW,ALLOW
AUDT0000557,T0000557,C01660,11.33,11.33,LOW,ALLOW
AUDT0000558,T0000558,C00468,29.24,29.24,LOW,ALLOW
AUDT0000559,T0000559,C01575,31.17,31.17,LOW,ALLOW
AUDT0000560,T0000560,C01753,38.43,38.43,LOW,ALLOW
AUDT0000561,T0000561,C01158,22.95,22.95,LOW,ALLOW
AUDT0000562,T0000562,C00373,76.78,76.78,HIGH,BLOCK
AUDT0000563,T0000563,C01915,6.97,6.97,LOW,ALLOW
AUDT0000564,T0000564,C01940,6.78,6.78,LOW,ALLOW
AUDT0000565,T0000565,C00414,71.09,71.09,HIGH,BLOCK
AUDT0000566,T0000566,C00424,36.32,36.32,LOW,ALLOW
AUDT0000567,T0000567,C00086,2.08,2.08,LOW,ALLOW
AUDT0000568,T0000568,C01017,95.53,95.53,HIGH,BLOCK
AUDT0000569,T0000569,C01032,27.45,27.45,LOW,ALLOW
AUDT0000570,T0000570,C01175,15.89,15.89,LOW,ALLOW
AUDT0000571,T0000571,C00299,17.56,17.56,LOW,ALLOW
AUDT0000572,T0000572,C00496,10.02,10.02,LOW,ALLOW
AUDT0000573,T0000573,C00969,29.67,29.67,LOW,ALLOW
AUDT0000574,T0000574,C01898,19.99,19.99,LOW,ALLOW
AUDT0000575,T0000575,C00196,2.35,2.35,LOW,ALLOW
AUDT0000576,T0000576,C01242,37.92,37.92,LOW,ALLOW
AUDT0000577,T0000577,C00073,26.91,26.91,LOW,ALLOW
AUDT0000578,T0000578,C00784,21.05,21.05,LOW,ALLOW
AUDT0000579,T0000579,C00909,17.19,17.19,LOW,ALLOW
AUDT0000580,T0000580,C01245,14.24,14.24,LOW,ALLOW
AUDT0000581,T0000581,C00018,16.38,16.38,LOW,ALLOW
AUDT0000582,T0000582,C00665,9.51,9.51,LOW,ALLOW
AUDT0000583,T0000583,C01411,84.63,84.63,HIGH,BLOCK
AUDT0000584,T0000584,C00663,3.91,3.91,LOW,ALLOW
AUDT0000585,T0000585,C01054,7.08,7.08,LOW,ALLOW
AUDT0000586,T0000586,C01607,34.28,34.28,LOW,ALLOW
AUDT0000587,T0000587,C01185,10.81,10.81,LOW,ALLOW
AUDT0000588,T0000588,C01572,80.65,80.65,HIGH,BLOCK
AUDT0000589,T0000589,C01188,23.08,23.08,LOW,ALLOW
AUDT0000590,T0000590,C00708,2.69,2.69,LOW,ALLOW
AUDT0000591,T0000591,C00038,14.38,14.38,LOW,ALLOW
AUDT0000592,T0000592,C00105,27.53,27.53,LOW,ALLOW
AUDT0000593,T0000593,C00452,5.05,5.05,LOW,ALLOW
AUDT0000594,T0000594,C00920,19.39,19.39,LOW,ALLOW
AUDT0000595,T0000595,C00724,38.04,38.04,LOW,ALLOW
AUDT0000596,T0000596,C01919,8.19,8.19,LOW,ALLOW
AUDT0000597,T0000597,C00766,20.35,20.35,LOW,ALLOW
AUDT0000598,T0000598,C01551,78.15,78.15,HIGH,BLOCK
AUDT0000599,T0000599,C00162,13.57,13.57,LOW,ALLOW
AUDT0000600,T0000600,C00264,6.73,6.73,LOW,ALLOW
AUDT0000601,T0000601,C01711,4.85,4.85,LOW,ALLOW
AUDT0000602,T0000602,C01542,29.47,29.47,LOW,ALLOW
AUDT0000603,T0000603,C01430,80.62,80.62,HIGH,BLOCK
AUDT0000604,T0000604,C00192,28.42,28.42,LOW,ALLOW
AUDT0000605,T0000605,C01390,25.95,25.95,LOW,ALLOW
AUDT0000606,T0000606,C01299,1.89,1.89,LOW,ALLOW
AUDT0000607,T0000607,C01946,37.65,37.65,LOW,ALLOW
AUDT0000608,T0000608,C00117,21.19,21.19,LOW,ALLOW
AUDT0000609,T0000609,C01616,32.3,32.3,LOW,ALLOW
AUDT0000610,T0000610,C00325,27.03,27.03,LOW,ALLOW
AUDT0000611,T0000611,C01311,8.12,8.12,LOW,ALLOW
AUDT0000612,T0000612,C00561,3.58,3.58,LOW,ALLOW
AUDT0000613,T0000613,C00033,39.9,39.9,LOW,ALLOW
AUDT0000614,T0000614,C01099,6.0,6.0,LOW,ALLOW
AUDT0000615,T0000615,C00818,22.67,22.67,LOW,ALLOW
AUDT0000616,T0000616,C00784,70.89,70.89,HIGH,BLOCK
AUDT0000617,T0000617,C01071,31.52,31.52,LOW,ALLOW
AUDT0000618,T0000618,C01841,22.89,22.89,LOW,ALLOW
AUDT0000619,T0000619,C00138,10.13,10.13,LOW,ALLOW
AUDT0000620,T0000620,C01606,19.21,19.21,LOW,ALLOW
AUDT0000621,T0000621,C01823,6.22,6.22,LOW,ALLOW
AUDT0000622,T0000622,C00474,16.61,16.61,LOW,ALLOW
AUDT0000623,T0000623,C00323,11.41,11.41,LOW,ALLOW
AUDT0000624,T0000624,C00360,7.55,7.55,LOW,ALLOW
AUDT0000625,T0000625,C00842,15.99,15.99,LOW,ALLOW
AUDT0000626,T0000626,C01376,34.09,34.09,LOW,ALLOW
AUDT0000627,T0000627,C00511,9.65,9.65,LOW,ALLOW
AUDT0000628,T0000628,C01238,2.62,2.62,LOW,ALLOW
AUDT0000629,T0000629,C01942,24.65,24.65,LOW,ALLOW
AUDT0000630,T0000630,C01259,31.39,31.39,LOW,ALLOW
AUDT0000631,T0000631,C01867,87.19,87.19,HIGH,BLOCK
AUDT0000632,T0000632,C01478,10.72,10.72,LOW,ALLOW
AUDT0000633,T0000633,C00171,39.09,39.09,LOW,ALLOW
AUDT0000634,T0000634,C01288,30.15,30.15,LOW,ALLOW
AUDT0000635,T0000635,C01148,6.08,6.08,LOW,ALLOW
AUDT0000636,T0000636,C00907,2.88,2.88,LOW,ALLOW
AUDT0000637,T0000637,C00120,4.47,4.47,LOW,ALLOW
AUDT0000638,T0000638,C01388,7.32,7.32,LOW,ALLOW
AUDT0000639,T0000639,C00113,94.95,94.95,HIGH,BLOCK
AUDT0000640,T0000640,C00056,10.47,10.47,LOW,ALLOW
AUDT0000641,T0000641,C01991,18.64,18.64,LOW,ALLOW
AUDT0000642,T0000642,C00147,5.43,5.43,LOW,ALLOW
AUDT0000643,T0000643,C00947,28.73,28.73,LOW,ALLOW
AUDT0000644,T0000644,C01602,5.91,5.91,LOW,ALLOW
AUDT0000645,T0000645,C00625,37.33,37.33,LOW,ALLOW
AUDT0000646,T0000646,C01603,33.92,33.92,LOW,ALLOW
AUDT0000647,T0000647,C00845,34.83,34.83,LOW,ALLOW
AUDT0000648,T0000648,C00327,37.57,37.57,LOW,ALLOW
AUDT0000649,T0000649,C00946,25.4,25.4,LOW,ALLOW
AUDT0000650,T0000650,C01703,27.06,27.06,LOW,ALLOW
AUDT0000651,T0000651,C01448,29.41,29.41,LOW,ALLOW
AUDT0000652,T0000652,C01482,12.66,12.66,LOW,ALLOW
AUDT0000653,T0000653,C01707,20.32,20.32,LOW,ALLOW
AUDT0000654,T0000654,C01969,5.46,5.46,LOW,ALLOW
AUDT0000655,T0000655,C00566,28.34,28.34,LOW,ALLOW
AUDT0000656,T0000656,C01261,37.31,37.31,LOW,ALLOW
AUDT0000657,T0000657,C01514,12.72,12.72,LOW,ALLOW
AUDT0000658,T0000658,C00689,7.9,7.9,LOW,ALLOW
AUDT0000659,T0000659,C00991,18.66,18.66,LOW,ALLOW
AUDT0000660,T0000660,C00016,20.96,20.96,LOW,ALLOW
AUDT0000661,T0000661,C01883,18.75,18.75,LOW,ALLOW
AUDT0000662,T0000662,C00779,13.78,13.78,LOW,ALLOW
AUDT0000663,T0000663,C00500,20.35,20.35,LOW,ALLOW
AUDT0000664,T0000664,C01215,25.72,25.72,LOW,ALLOW
AUDT0000665,T0000665,C00672,39.17,39.17,LOW,ALLOW
AUDT0000666,T0000666,C00334,10.19,10.19,LOW,ALLOW
AUDT0000667,T0000667,C01664,17.76,17.76,LOW,ALLOW
AUDT0000668,T0000668,C01901,14.59,14.59,LOW,ALLOW
AUDT0000669,T0000669,C00118,22.06,22.06,LOW,ALLOW
AUDT0000670,T0000670,C01501,70.87,70.87,HIGH,BLOCK
AUDT0000671,T0000671,C01052,33.71,33.71,LOW,ALLOW
AUDT0000672,T0000672,C00433,25.62,25.62,LOW,ALLOW
AUDT0000673,T0000673,C00334,90.93,90.93,HIGH,BLOCK
AUDT0000674,T0000674,C00220,30.43,30.43,LOW,ALLOW
AUDT0000675,T0000675,C01676,5.42,5.42,LOW,ALLOW
AUDT0000676,T0000676,C00373,17.44,17.44,LOW,ALLOW
AUDT0000677,T0000677,C01242,11.43,11.43,LOW,ALLOW
AUDT0000678,T0000678,C01356,26.33,26.33,LOW,ALLOW
AUDT0000679,T0000679,C01915,35.02,35.02,LOW,ALLOW
AUDT0000680,T0000680,C00386,14.71,14.71,LOW,ALLOW
AUDT0000681,T0000681,C00452,22.43,22.43,LOW,ALLOW
AUDT0000682,T0000682,C00626,3.58,3.58,LOW,ALLOW
AUDT0000683,T0000683,C00469,35.83,35.83,LOW,ALLOW
AUDT0000684,T0000684,C01121,9.33,9.33,LOW,ALLOW
AUDT0000685,T0000685,C00224,28.18,28.18,LOW,ALLOW
AUDT0000686,T0000686,C01831,8.78,8.78,LOW,ALLOW
AUDT0000687,T0000687,C01376,7.92,7.92,LOW,ALLOW
AUDT0000688,T0000688,C00856,25.51,25.51,LOW,ALLOW
AUDT0000689,T0000689,C01910,18.3,18.3,LOW,ALLOW
AUDT0000690,T0000690,C01774,12.9,12.9,LOW,ALLOW
AUDT0000691,T0000691,C00599,8.26,8.26,LOW,ALLOW
AUDT0000692,T0000692,C01434,20.55,20.55,LOW,ALLOW
AUDT0000693,T0000693,C01688,28.54,28.54,LOW,ALLOW
AUDT0000694,T0000694,C01629,16.85,16.85,LOW,ALLOW
AUDT0000695,T0000695,C00802,19.26,19.26,LOW,ALLOW
AUDT0000696,T0000696,C00401,7.14,7.14,LOW,ALLOW
AUDT0000697,T0000697,C01142,4.28,4.28,LOW,ALLOW
AUDT0000698,T0000698,C00766,25.37,25.37,LOW,ALLOW
AUDT0000699,T0000699,C01664,21.04,21.04,LOW,ALLOW
AUDT0000700,T0000700,C01469,2.49,2.49,LOW,ALLOW
AUDT0000701,T0000701,C00269,37.86,37.86,LOW,ALLOW
AUDT0000702,T0000702,C00044,25.34,25.34,LOW,ALLOW
AUDT0000703,T0000703,C01604,28.45,28.45,LOW,ALLOW
AUDT0000704,T0000704,C00808,11.29,11.29,LOW,ALLOW
AUDT0000705,T0000705,C01684,20.69,20.69,LOW,ALLOW
AUDT0000706,T0000706,C00751,33.48,33.48,LOW,ALLOW
AUDT0000707,T0000707,C01381,29.9,29.9,LOW,ALLOW
AUDT0000708,T0000708,C00886,3.87,3.87,LOW,ALLOW
AUDT0000709,T0000709,C00904,31.84,31.84,LOW,ALLOW
AUDT0000710,T0000710,C01683,15.33,15.33,LOW,ALLOW
AUDT0000711,T0000711,C00242,18.45,18.45,LOW,ALLOW
AUDT0000712,T0000712,C00888,6.44,6.44,LOW,ALLOW
AUDT0000713,T0000713,C01581,6.43,6.43,LOW,ALLOW
AUDT0000714,T0000714,C00440,8.8,8.8,LOW,ALLOW
AUDT0000715,T0000715,C01998,20.28,20.28,LOW,ALLOW
AUDT0000716,T0000716,C00358,36.83,36.83,LOW,ALLOW
AUDT0000717,T0000717,C01545,24.67,24.67,LOW,ALLOW
AUDT0000718,T0000718,C01410,31.65,31.65,LOW,ALLOW
AUDT0000719,T0000719,C01977,31.63,31.63,LOW,ALLOW
AUDT0000720,T0000720,C00960,10.64,10.64,LOW,ALLOW
AUDT0000721,T0000721,C00433,70.3,70.3,HIGH,BLOCK
AUDT0000722,T0000722,C00565,37.2,37.2,LOW,ALLOW
AUDT0000723,T0000723,C00003,31.71,31.71,LOW,ALLOW
AUDT0000724,T0000724,C01124,96.78,96.78,HIGH,BLOCK
AUDT0000725,T0000725,C00767,1.41,1.41,LOW,ALLOW
AUDT0000726,T0000726,C01767,37.39,37.39,LOW,ALLOW
AUDT0000727,T0000727,C01773,30.03,30.03,LOW,ALLOW
AUDT0000728,T0000728,C01477,4.24,4.24,LOW,ALLOW
AUDT0000729,T0000729,C01315,17.8,17.8,LOW,ALLOW
AUDT0000730,T0000730,C01040,25.04,25.04,LOW,ALLOW
AUDT0000731,T0000731,C01470,28.78,28.78,LOW,ALLOW
AUDT0000732,T0000732,C00139,22.22,22.22,LOW,ALLOW
AUDT0000733,T0000733,C00968,21.8,21.8,LOW,ALLOW
AUDT0000734,T0000734,C01143,26.79,26.79,LOW,ALLOW
AUDT0000735,T0000735,C00166,14.72,14.72,LOW,ALLOW
AUDT0000736,T0000736,C00798,10.41,10.41,LOW,ALLOW
AUDT0000737,T0000737,C01652,77.65,77.65,HIGH,BLOCK
AUDT0000738,T0000738,C01382,29.98,29.98,LOW,ALLOW
AUDT0000739,T0000739,C01118,15.17,15.17,LOW,ALLOW
AUDT0000740,T0000740,C00336,18.27,18.27,LOW,ALLOW
AUDT0000741,T0000741,C01113,71.48,71.48,HIGH,BLOCK
AUDT0000742,T0000742,C00487,75.6,75.6,HIGH,BLOCK
AUDT0000743,T0000743,C01898,29.63,29.63,LOW,ALLOW
AUDT0000744,T0000744,C01128,9.06,9.06,LOW,ALLOW
AUDT0000745,T0000745,C00545,12.13,12.13,LOW,ALLOW
AUDT0000746,T0000746,C00298,88.03,88.03,HIGH,BLOCK
AUDT0000747,T0000747,C00960,31.69,31.69,LOW,ALLOW
AUDT0000748,T0000748,C00639,18.41,18.41,LOW,ALLOW
AUDT0000749,T0000749,C00772,1.3,1.3,LOW,ALLOW
AUDT0000750,T0000750,C00816,16.42,16.42,LOW,ALLOW
AUDT0000751,T0000751,C01196,6.87,6.87,LOW,ALLOW
AUDT0000752,T0000752,C01949,74.37,74.37,HIGH,BLOCK
AUDT0000753,T0000753,C00276,39.6,39.6,LOW,ALLOW
AUDT0000754,T0000754,C00942,29.35,29.35,LOW,ALLOW
AUDT0000755,T0000755,C00680,31.74,31.74,LOW,ALLOW
AUDT0000756,T0000756,C01097,31.28,31.28,LOW,ALLOW
AUDT0000757,T0000757,C00700,29.22,29.22,LOW,ALLOW
AUDT0000758,T0000758,C01762,95.27,95.27,HIGH,BLOCK
AUDT0000759,T0000759,C01597,34.27,34.27,LOW,ALLOW
AUDT0000760,T0000760,C01581,20.8,20.8,LOW,ALLOW
AUDT0000761,T0000761,C01127,12.35,12.35,LOW,ALLOW
AUDT0000762,T0000762,C01890,24.11,24.11,LOW,ALLOW
AUDT0000763,T0000763,C01893,30.46,30.46,LOW,ALLOW
AUDT0000764,T0000764,C00640,9.12,9.12,LOW,ALLOW
AUDT0000765,T0000765,C01238,8.35,8.35,LOW,ALLOW
AUDT0000766,T0000766,C01793,96.42,96.42,HIGH,BLOCK
AUDT0000767,T0000767,C00820,13.02,13.02,LOW,ALLOW
AUDT0000768,T0000768,C01290,85.9,85.9,HIGH,BLOCK
AUDT0000769,T0000769,C01005,24.16,24.16,LOW,ALLOW
AUDT0000770,T0000770,C00135,20.78,20.78,LOW,ALLOW
AUDT0000771,T0000771,C01411,8.38,8.38,LOW,ALLOW
AUDT0000772,T0000772,C01451,33.96,33.96,LOW,ALLOW
AUDT0000773,T0000773,C01598,96.4,96.4,HIGH,BLOCK
AUDT0000774,T0000774,C00079,34.54,34.54,LOW,ALLOW
AUDT0000775,T0000775,C01078,20.45,20.45,LOW,ALLOW
AUDT0000776,T0000776,C01472,34.96,34.96,LOW,ALLOW
AUDT0000777,T0000777,C00318,5.07,5.07,LOW,ALLOW
AUDT0000778,T0000778,C00122,38.39,38.39,LOW,ALLOW
AUDT0000779,T0000779,C00383,4.05,4.05,LOW,ALLOW
AUDT0000780,T0000780,C01725,12.1,12.1,LOW,ALLOW
AUDT0000781,T0000781,C01528,13.03,13.03,LOW,ALLOW
AUDT0000782,T0000782,C01837,7.14,7.14,LOW,ALLOW
AUDT0000783,T0000783,C00467,3.44,3.44,LOW,ALLOW
AUDT0000784,T0000784,C00785,12.92,12.92,LOW,ALLOW
AUDT0000785,T0000785,C00110,90.04,90.04,HIGH,BLOCK
AUDT0000786,T0000786,C00856,15.55,15.55,LOW,ALLOW
AUDT0000787,T0000787,C00423,12.38,12.38,LOW,ALLOW
AUDT0000788,T0000788,C00464,13.12,13.12,LOW,ALLOW
AUDT0000789,T0000789,C01727,32.52,32.52,LOW,ALLOW
AUDT0000790,T0000790,C00141,3.64,3.64,LOW,ALLOW
AUDT0000791,T0000791,C00472,19.57,19.57,LOW,ALLOW
AUDT0000792,T0000792,C01084,36.3,36.3,LOW,ALLOW
AUDT0000793,T0000793,C00084,18.28,18.28,LOW,ALLOW
AUDT0000794,T0000794,C00818,93.06,93.06,HIGH,BLOCK
