behavior_id,customer_id,device_id,current_city,behavior_risk_score
BH000598,C01103,D00971,Yamunanagar,4.36
BH000599,C01176,D00474,Munger,85.17
BH000600,C00460,D00657,Nizamabad,6.42
BH000601,C01316,D01465,Shahjahanpur,17.68
BH000602,C00311,D01440,Madurai,94.98
BH000603,C00355,D00809,Mangalore,37.21
BH000604,C00607,D00332,Sagar,71.12
BH000605,C01103,D00971,Nagaon,86.97
BH000606,C01113,D00043,Sangli-Miraj & Kupwad,53.58
BH000607,C00823,D01117,Berhampur,89.36
BH000608,C00213,D00060,Ambattur,53.08
BH000609,C00537,D00452,Raurkela Industrial Township,38.95
BH000610,C00626,D00619,Bikaner,83.72
BH000611,C01380,D00881,Imphal,4.26
BH000612,C00796,D01018,Panihati,57.0
BH000613,C01030,D01423,Hospet,44.22
BH000614,C01075,D00958,Pune,24.46
BH000615,C00643,D00208,Anand,32.73
BH000616,C01509,D00582,Lucknow,63.78
BH000617,C00578,D00075,Karimnagar,74.89
BH000618,C01588,D00355,Visakhapatnam,59.58
BH000619,C01484,D01142,Darbhanga,21.77
BH000620,C01349,D00697,Chandigarh,11.18
BH000621,C00289,D01223,Moradabad,80.87
BH000622,C00367,D00248,Narasaraopet,19.33
BH000623,C00036,D01154,Madanapalle,69.02
BH000624,C00094,D01428,Firozabad,16.31
BH000625,C00519,D00420,Guntur,21.7
BH000626,C01992,D00110,Jamnagar,28.14
BH000627,C00995,D01367,Bhalswa Jahangir Pur,9.0
BH000628,C01767,D00138,Kirari Suleman Nagar,15.34
BH000629,C01558,D00670,Eluru,58.81
BH000630,C01217,D01322,Ujjain,57.54
BH000631,C01079,D01304,Bhalswa Jahangir Pur,65.17
BH000632,C01053,D00024,Udaipur,11.09
BH000633,C01126,D00383,Dibrugarh,5.7
BH000634,C01793,D00656,Noida,42.22
BH000635,C00043,D00134,Kalyan-Dombivli,70.62
BH000636,C00128,D00156,Mathura,34.78
BH000637,C00403,D01430,Khandwa,53.92
BH000638,C00397,D01037,Thoothukudi,18.86
BH000639,C00198,D00396,Tiruchirappalli,32.18
BH000640,C00096,D01449,Panihati,80.96
BH000641,C00554,D01231,Khammam,88.63
BH000642,C01842,D00183,Hazaribagh,54.98
BH000643,C00004,D00932,Srinagar,55.32
BH000644,C00332,D00657,Shahjahanpur,84.25
BH000645,C01262,D00832,Tezpur,66.0
BH000646,C01157,D01035,Amaravati,5.96
BH000647,C00816,D00233,Tenali,16.4
BH000648,C00937,D00984,Kottayam,93.36
BH000649,C01757,D00204,Jaunpur,17.73
BH000650,C01139,D01309,Jamshedpur,88.2
BH000651,C01028,D01097,Pimpri-Chinchwad,67.32
BH000652,C01808,D00470,Siliguri,21.45
BH000653,C00991,D00875,Gandhidham,90.01
BH000654,C00171,D00663,Machilipatnam,63.5
BH000655,C01809,D00530,Nandyal,17.7
BH000656,C00932,D00134,Farrukhabad,24.78
BH000657,C01131,D00463,Solapur,96.51
BH000658,C00223,D00254,Rohtak,97.31
BH000659,C00389,D01466,Khandwa,66.38
BH000660,C01621,D01407,Muzaffarpur,20.11
BH000661,C00463,D01242,Salem,9.91
BH000662,C01108,D01427,Ambarnath,73.11
BH000663,C00459,D00885,Kurnool,89.77
BH000664,C00945,D01349,Rohtak,60.01
BH000665,C01754,D00900,Sambhal,52.84
BH000666,C00667,D00432,Dhanbad,40.61
BH000667,C01835,D01427,Lucknow,49.3
BH000668,C00195,D01084,Fatehpur,4.34
BH000669,C01548,D01322,Sirsa,82.55
BH000670,C00343,D01038,Uluberia,63.48
BH000671,C01914,D01038,Satna,85.63
BH000672,C01666,D00742,Thoothukudi,24.74
BH000673,C00154,D00051,Ghaziabad,12.74
BH000674,C01243,D00881,Bhimavaram,95.65
BH000675,C00240,D01009,Bhind,91.82
BH000676,C01423,D00374,Karnal,35.23
BH000677,C01216,D00435,Ratlam,57.96
BH000678,C01093,D01234,Bhatpara,54.1
BH000679,C00613,D01065,Ajmer,66.07
BH000680,C00365,D00049,Bangalore,67.56
BH000681,C01467,D01491,Rampur,70.15
BH000682,C00772,D01349,Sikar,69.59
BH000683,C01684,D01276,Jabalpur,53.39
BH000684,C01565,D00631,Tadipatri,61.16
BH000685,C00725,D01255,North Dumdum,13.84
BH000686,C00918,D01063,Katni,30.8
BH000687,C01039,D00152,Tenali,56.55
BH000688,C01951,D01427,Muzaffarpur,34.34
BH000689,C00458,D00538,Aizawl,67.12
BH000690,C01287,D00769,Guna,76.4
BH000691,C01512,D01005,Dhanbad,88.66
BH000692,C01187,D00267,Kishanganj,2.25
BH000693,C00550,D01261,Dibrugarh,14.27
BH000694,C01265,D00192,Rourkela,42.31
BH000695,C00624,D01308,Jalandhar,76.45
BH000696,C01176,D00474,Raurkela Industrial Township,39.64
BH000697,C00045,D00109,Nizamabad,55.32
BH000698,C01220,D01367,Bathinda,30.7
BH000699,C01393,D01040,Kakinada,25.49
BH000700,C00721,D00394,Baranagar,40.56
BH000701,C00155,D00649,Imphal,80.27
BH000702,C01643,D01075,Delhi,84.7
BH000703,C00231,D01048,Bidar,46.2
BH000704,C00592,D00889,Shimla,51.9
BH000705,C01291,D00929,Latur,20.63
BH000706,C01502,D00269,Bulandshahr,99.72
BH000707,C00600,D00961,Darbhanga,26.52
BH000708,C00648,D00685,Deoghar,79.23
BH000709,C00342,D00088,Sirsa,87.58
BH000710,C00670,D00989,Junagadh,11.83
BH000711,C01818,D01349,Srikakulam,16.4
BH000712,C00286,D01024,Udupi,3.91
BH000713,C00820,D00570,Jamshedpur,55.29
BH000714,C01847,D00835,Sambhal,1.81
BH000715,C01115,D00268,Sambhal,27.06
BH000716,C01708,D00837,Nagercoil,35.86
BH000717,C00214,D01319,Thiruvananthapuram,0.05
BH000718,C01797,D01220,Raiganj,87.49
BH000719,C01648,D01212,Tezpur,32.99
BH000720,C00625,D01210,Ahmednagar,61.89
BH000721,C01510,D01075,Indore,26.19
BH000722,C01751,D00809,Mysore,55.33
BH000723,C00852,D00113,Tirunelveli,1.46
BH000724,C01896,D00533,Rampur,78.83
BH000725,C01875,D01119,Ambattur,4.72
BH000726,C00436,D00380,Kolkata,67.97
BH000727,C01475,D01084,Bidhannagar,75.98
BH000728,C00826,D00701,Jabalpur,59.22
BH000729,C01781,D00172,Chennai,64.5
BH000730,C00036,D01154,Ghaziabad,38.74
BH000731,C00199,D00121,Kozhikode,26.11
BH000732,C01158,D00196,Panihati,82.55
BH000733,C01109,D01389,Gorakhpur,43.2
BH000734,C01167,D00684,Thrissur,50.27
BH000735,C00983,D01226,Pimpri-Chinchwad,65.36
BH000736,C01088,D01182,Raiganj,16.2
BH000737,C01799,D01047,Mathura,80.36
BH000738,C00064,D00777,Chandigarh,63.1
BH000739,C00418,D00271,Bhind,37.24
BH000740,C01409,D00079,Pondicherry,4.76
BH000741,C00556,D00447,Ramgarh,30.3
BH000742,C01985,D00213,Bhusawal,13.15
BH000743,C01220,D01367,Patiala,39.34
BH000744,C00562,D00927,Ghaziabad,95.47
BH000745,C01145,D00290,North Dumdum,81.85
BH000746,C00767,D00019,Ramagundam,30.09
BH000747,C00080,D01052,Gandhinagar,14.18
BH000748,C01594,D01479,Tadepalligudem,11.68
BH000749,C01865,D01434,Kozhikode,61.13
BH000750,C00894,D00279,Kumbakonam,13.69
BH000751,C01910,D00746,Mango,76.81
BH000752,C00378,D01024,Silchar,12.49
BH000753,C00017,D00692,Ozhukarai,23.59
BH000754,C01909,D00637,Nellore,43.96
BH000755,C00061,D00912,Bhind,49.89
BH000756,C00984,D00494,Coimbatore,30.36
BH000757,C00591,D00948,Jamnagar,37.24
BH000758,C00457,D00741,Asansol,32.63
BH000759,C00198,D00396,Nagercoil,53.44
BH000760,C00641,D00722,Panihati,48.91
BH000761,C00168,D00887,Mehsana,28.75
BH000762,C01493,D00590,Satara,21.82
BH000763,C00341,D01105,Thoothukudi,0.33
BH000764,C00511,D01220,Ajmer,12.77
BH000765,C00379,D00720,Pudukkottai,93.05
BH000766,C00140,D01382,Aizawl,77.91
BH000767,C00486,D00714,Ajmer,63.33
BH000768,C00949,D00501,Hindupur,15.71
BH000769,C01582,D01187,Mahbubnagar,53.61
BH000770,C01118,D00169,Kolkata,61.75
BH000771,C01139,D00118,Amritsar,71.24
BH000772,C00658,D00292,Pali,32.47
BH000773,C00371,D01355,Thrissur,17.03
BH000774,C01724,D01375,Rajkot,13.99
BH000775,C01760,D00546,Shahjahanpur,10.14
BH000776,C00237,D00189,Bareilly,48.93
BH000777,C01260,D01160,Vasai-Virar,44.86
BH000778,C00113,D00409,Gaya,91.62
BH000779,C01084,D00846,Mangalore,36.33
BH000780,C01228,D01447,Danapur,25.83
BH000781,C00931,D00970,Darbhanga,26.92
BH000782,C00472,D00952,Srikakulam,63.86
BH000783,C00731,D00806,Anantapuram,29.76
BH000784,C01790,D00024,Jalgaon,73.18
BH000785,C01748,D00524,Bhagalpur,11.21
BH000786,C01617,D01297,Jalandhar,11.91
BH000787,C01190,D01009,Tenali,70.23
BH000788,C01170,D00007,Bhiwani,19.94
BH000789,C00593,D01093,Kakinada,3.66
BH000790,C00474,D00632,Sasaram,51.05
BH000791,C00063,D00781,Jhansi,19.52
BH000792,C01086,D00467,Ozhukarai,42.13
BH000793,C01790,D00766,Rewa,68.84
BH000794,C00491,D01410,Karnal,42.71
BH000795,C00077,D01014,Mirzapur,50.6
BH000796,C01822,D00786,Pimpri-Chinchwad,81.21
BH000797,C01141,D00428,Amaravati,35.26
BH000798,C00357,D01409,Thanjavur,54.33
BH000799,C00403,D01430,Gopalpur,28.52
BH000800,C01137,D01380,Berhampore,18.4
BH000801,C01402,D01474,Adoni,31.35
BH000802,C00251,D00477,Lucknow,69.15
BH000803,C00837,D00086,Siliguri,83.17
BH000804,C00436,D01193,Dehri,72.89
BH000805,C00989,D01032,Chennai,10.15
BH000806,C01157,D01035,Vijayanagaram,35.62
BH000807,C01405,D01278,Bally,18.8
BH000808,C00572,D01126,Davanagere,49.66
BH000809,C01506,D00070,Singrauli,44.27
BH000810,C00776,D00081,Madurai,59.25
BH000811,C00815,D00554,Thiruvananthapuram,98.69
BH000812,C00460,D00657,Dehri,81.36
BH000813,C00280,D01327,Nangloi Jat,88.87
BH000814,C01289,D00601,Junagadh,26.2
BH000815,C01856,D01015,Anand,5.27
BH000816,C01204,D00729,Durg,68.95
BH000817,C00230,D00580,Amroha,53.23
BH000818,C01135,D00275,Dharmavaram,47.97
BH000819,C01183,D00925,Alwar,53.13
BH000820,C00480,D01092,Avadi,16.37
BH000821,C01443,D00218,Katni,54.03
BH000822,C00839,D00008,Dibrugarh,90.46
BH000823,C00349,D01027,Begusarai,38.99
BH000824,C01508,D00374,Vijayanagaram,61.93
BH000825,C01924,D00019,Kolkata,58.28
BH000826,C00898,D01328,Surat,56.1
BH000827,C01796,D00175,Bhavnagar,82.39
BH000828,C01823,D01476,Dewas,32.86
BH000829,C01455,D00992,Bellary,75.42
BH000830,C00259,D00716,Katni,74.19
BH000831,C01726,D00321,Akola,17.92
BH000832,C00147,D01119,Fatehpur,74.52
BH000833,C00948,D00495,Gwalior,82.0
BH000834,C00613,D01326,Darbhanga,63.93
BH000835,C01859,D00879,Orai,89.87
BH000836,C00947,D01162,Bijapur,92.62
BH000837,C01538,D00991,North Dumdum,52.91
BH000838,C01876,D01265,Dhanbad,92.54
BH000839,C01661,D00435,Ahmedabad,78.99
BH000840,C01628,D01265,Ahmedabad,42.55
BH000841,C01558,D00875,Mango,52.31
BH000842,C00802,D00674,Mathura,10.48
BH000843,C00374,D00518,Jalandhar,21.76
BH000844,C00061,D00912,Burhanpur,52.82
BH000845,C00700,D01206,Berhampur,84.89
BH000846,C00234,D00311,Farrukhabad,57.81
BH000847,C01249,D01315,Bhind,83.43
BH000848,C00164,D01019,Kharagpur,94.53
BH000849,C00690,D00744,Satara,1.14
BH000850,C01682,D00831,Bally,73.79
BH000851,C01265,D01128,Agra,91.69
BH000852,C01979,D00674,Vellore,83.34
BH000853,C00912,D00847,Darbhanga,57.71
BH000854,C00759,D00016,Ahmedabad,14.78
BH000855,C01765,D00593,Faridabad,92.46
BH000856,C01199,D00056,Panvel,22.1
BH000857,C01617,D01297,Mango,8.94
BH000858,C01698,D00185,Ujjain,74.45
BH000859,C01103,D00971,Jabalpur,75.45
BH000860,C00952,D00041,Serampore,1.19
BH000861,C01713,D00565,Alwar,19.52
BH000862,C01379,D01397,Jamalpur,2.0
BH000863,C01525,D01284,Nangloi Jat,12.19
BH000864,C00494,D00948,Bilaspur,7.98
BH000865,C00510,D00876,Amritsar,85.28
BH000866,C00972,D00211,Srikakulam,13.44
BH000867,C01774,D01351,Kishanganj,34.96
BH000868,C00499,D00504,Bhiwandi,42.66
BH000869,C01176,D00599,Thoothukudi,69.01
BH000870,C00672,D00234,Ambarnath,85.56
BH000871,C01469,D00917,Vadodara,4.27
BH000872,C00672,D00234,Bidar,87.93
BH000873,C00614,D01241,Akola,71.46
BH000874,C00424,D00572,Surat,6.97
BH000875,C00703,D01251,Amroha,20.56
BH000876,C01552,D00445,Rohtak,13.99
BH000877,C00901,D00519,Bulandshahr,21.7
BH000878,C00715,D01405,Cuttack,56.83
BH000879,C00429,D00282,Nanded,24.2
BH000880,C01268,D00444,Serampore,70.43
BH000881,C01284,D00154,Darbhanga,54.46
BH000882,C01998,D01334,Bidar,9.03
BH000883,C01297,D00035,Noida,45.04
BH000884,C00505,D00137,Hajipur,65.07
BH000885,C01763,D00432,Begusarai,82.04
BH000886,C00491,D01410,Jalna,56.81
BH000887,C00732,D00334,Katihar,78.99
BH000888,C00237,D00189,Kalyan-Dombivli,37.98
BH000889,C00505,D00137,Pallavaram,95.65
BH000890,C01257,D00036,Bhilwara,66.0
BH000891,C01717,D00715,Bhalswa Jahangir Pur,91.1
BH000892,C00966,D01010,Gurgaon,18.17
BH000893,C00058,D01288,Ramgarh,54.47
BH000894,C00864,D00652,Parbhani,40.99
BH000895,C00703,D01251,Ranchi,29.5
BH000896,C01068,D00303,North Dumdum,37.77
BH000897,C00523,D00881,Junagadh,6.87
BH000898,C01444,D00750,Motihari,7.65
BH000899,C01830,D00328,Pali,62.35
BH000900,C01427,D01308,Chandigarh,95.89
BH000901,C00663,D00273,Adoni,33.48
BH000902,C01787,D00247,Miryalaguda,91.9
BH000903,C00839,D00008,Bareilly,4.29
BH000904,C00765,D01477,Ahmednagar,3.75
BH000905,C01371,D00031,Coimbatore,13.54
BH000906,C00439,D00302,Darbhanga,26.41
BH000907,C00997,D00480,Guwahati,20.85
BH000908,C00276,D01168,Bhimavaram,26.33
BH000909,C00531,D00187,Hyderabad,27.06
BH000910,C00238,D00732,Ballia,59.2
BH000911,C01627,D00086,Mehsana,92.66
BH000912,C01179,D00835,Ghaziabad,57.51
BH000913,C00092,D00796,Chinsurah,49.53
BH000914,C00533,D00196,Tirunelveli,56.97
BH000915,C00355,D01346,Bijapur,53.66
BH000916,C01758,D00994,Ambala,93.85
BH000917,C01043,D00279,Nashik,76.53
BH000918,C01785,D00145,North Dumdum,75.44
BH000919,C00719,D00205,Kolhapur,85.57
BH000920,C00486,D00714,Siliguri,53.76
BH000921,C01829,D00210,Chapra,13.58
BH000922,C01006,D01407,Bahraich,45.35
BH000923,C01820,D00093,Hyderabad,2.13
BH000924,C01983,D00678,Phusro,80.6
BH000925,C01966,D01101,Saharsa,98.51
BH000926,C01616,D00298,Kota,75.76
BH000927,C01719,D01441,Ramgarh,77.57
BH000928,C01569,D00594,Dhule,20.31
BH000929,C01940,D01013,Solapur,59.06
BH000930,C01557,D00207,Bhind,50.73
BH000931,C00421,D01451,Eluru,46.99
BH000932,C01336,D00485,Junagadh,96.18
BH000933,C00456,D01284,Guwahati,21.44
BH000934,C00582,D00342,Kamarhati,44.95
BH000935,C01699,D00868,Ballia,9.43
BH000936,C01470,D00033,Deoghar,60.5
BH000937,C01276,D01204,Dindigul,94.21
BH000938,C00715,D01391,Thoothukudi,51.27
BH000939,C01305,D01138,Sonipat,96.93
BH000940,C00382,D01411,Gangtok,39.59
BH000941,C00715,D01405,Ambattur,78.75
BH000942,C01987,D00903,Guwahati,92.38
BH000943,C00139,D01381,Solapur,84.74
BH000944,C01767,D00138,Mirzapur,89.44
BH000945,C01252,D01065,South Dumdum,72.42
BH000946,C00730,D01412,Satna,46.18
BH000947,C00015,D00944,Munger,75.8
BH000948,C00136,D00133,Miryalaguda,5.66
BH000949,C01414,D01425,Amaravati,68.95
BH000950,C01718,D00728,Karaikudi,27.21
BH000951,C01158,D00196,Jorhat,15.96
BH000952,C00761,D00191,Miryalaguda,84.02
BH000953,C01318,D00223,Katihar,5.95
BH000954,C00989,D00240,Thiruvananthapuram,9.88
BH000955,C01300,D01463,Singrauli,14.42
BH000956,C00568,D00469,Ghaziabad,2.82
BH000957,C01496,D00053,Kota,55.8
BH000958,C00310,D00554,Jammu,38.98
BH000959,C00524,D00473,Sangli-Miraj & Kupwad,20.47
BH000960,C00364,D01110,Durgapur,7.81
BH000961,C01016,D00891,Kishanganj,79.35
BH000962,C00380,D00970,Surendranagar Dudhrej,1.4
BH000963,C01705,D00702,Bathinda,17.24
BH000964,C00205,D01323,Srikakulam,53.36
BH000965,C01274,D00547,Chapra,3.54
BH000966,C00626,D00812,Secunderabad,52.58
BH000967,C00204,D01099,Kharagpur,21.51
BH000968,C00973,D00904,Narasaraopet,14.93
BH000969,C00818,D00953,Berhampur,69.45
BH000970,C00348,D00168,Aurangabad,93.43
BH000971,C00311,D01440,Ozhukarai,3.18
BH000972,C00687,D00449,Coimbatore,39.09
BH000973,C01644,D00691,Maheshtala,72.14
BH000974,C00144,D00654,Jorhat,19.66
BH000975,C01963,D00158,Tiruppur,1.0
BH000976,C00953,D01135,Karnal,60.49
BH000977,C00062,D00081,Avadi,9.58
BH000978,C00499,D01018,Thrissur,33.35
BH000979,C01635,D01099,Morbi,2.6
BH000980,C00945,D00203,Madanapalle,61.53
BH000981,C00184,D00429,Imphal,75.26
BH000982,C00071,D00363,Jamalpur,17.17
BH000983,C00192,D01154,Latur,20.42
BH000984,C01666,D00742,Panipat,56.64
BH000985,C01523,D01243,Kakinada,88.46
BH000986,C01342,D00383,Meerut,49.56
BH000987,C00381,D01104,Panvel,2.5
BH000988,C01687,D00584,Ahmednagar,31.62
BH000989,C01889,D00145,Bahraich,74.35
BH000990,C01623,D00286,Motihari,99.88
BH000991,C00228,D00365,Mahbubnagar,16.72
BH000992,C01655,D01017,Amravati,47.4
BH000993,C00013,D00824,Patiala,25.68
BH000994,C00502,D00300,Dhule,5.38
BH000995,C00297,D00782,Orai,75.96
BH000996,C00601,D00271,Sangli-Miraj & Kupwad,18.37
BH000997,C00296,D00001,Imphal,64.79
BH000998,C00032,D00370,Udaipur,34.23
BH000999,C00440,D01437,Chinsurah,75.53
BH001000,C00291,D01367,Panihati,58.33
BH001001,C00625,D00287,Ranchi,79.78
BH001002,C00972,D00149,Thanjavur,37.58
BH001003,C00047,D00416,Dehri,67.44
BH001004,C00862,D00743,Bhiwani,62.55
BH001005,C00647,D00050,Kirari Suleman Nagar,22.46
BH001006,C00268,D00805,Kirari Suleman Nagar,40.9
BH001007,C01335,D00584,Karimnagar,60.27
BH001008,C00615,D01073,Bhavnagar,55.72
BH001009,C01988,D00138,Medininagar,13.39
BH001010,C01942,D01184,Nagercoil,82.72
BH001011,C00736,D00669,Kochi,11.19
BH001012,C00076,D01457,Tiruchirappalli,10.58
BH001013,C01178,D00055,Rajkot,31.97
BH001014,C01905,D01141,Panipat,17.07
BH001015,C00881,D01329,Adoni,99.34
BH001016,C01440,D01423,Vijayawada,73.25
BH001017,C01644,D00691,Mehsana,25.53
BH001018,C01139,D00118,Mangalore,79.12
BH001019,C01861,D01428,Satara,12.69
BH001020,C00950,D01257,Kishanganj,99.91
BH001021,C01860,D01332,Muzaffarnagar,50.02
BH001022,C00552,D00764,Ahmednagar,45.62
BH001023,C00049,D00744,Kavali,43.83
BH001024,C01347,D01064,Tinsukia,97.64
BH001025,C01157,D01035,Jhansi,57.19
BH001026,C01005,D00751,Dehradun,61.97
BH001027,C01162,D01201,Karaikudi,8.58
BH001028,C00616,D00342,Nandyal,5.04
BH001029,C01170,D01272,Rohtak,72.61
BH001030,C01084,D00846,Gandhidham,39.3
BH001031,C01971,D00348,Durgapur,62.53
BH001032,C01708,D00837,Jalgaon,78.54
BH001033,C00472,D00952,Saharsa,54.03
BH001034,C01045,D00421,Fatehpur,27.04
BH001035,C01935,D00205,Anantapuram,50.42
BH001036,C00241,D01117,Dhanbad,57.41
BH001037,C01081,D00564,Shahjahanpur,31.86
BH001038,C00885,D00035,Gorakhpur,14.8
BH001039,C01753,D00134,Khammam,16.82
BH001040,C00341,D01105,Imphal,74.35
BH001041,C01007,D01409,Thoothukudi,86.62
BH001042,C00736,D00669,Pudukkottai,0.15
BH001043,C00427,D00539,Bhiwani,0.2
BH001044,C00043,D00134,Unnao,54.85
BH001045,C00772,D01394,Kishanganj,79.33
BH001046,C01524,D01322,Kamarhati,45.34
BH001047,C01216,D00095,Hyderabad,61.22
BH001048,C00007,D01305,Madanapalle,12.13
BH001049,C00244,D00919,Coimbatore,79.83
BH001050,C00048,D00630,Hosur,38.45
BH001051,C01543,D01047,Srikakulam,82.04
BH001052,C00285,D00684,Udaipur,20.15
BH001053,C00936,D00800,Karawal Nagar,74.0
BH001054,C01266,D01174,Berhampore,38.82
BH001055,C01110,D00184,Lucknow,33.68
BH001056,C01113,D00325,Kumbakonam,94.28
BH001057,C01775,D00299,Kota,48.0
BH001058,C00529,D00451,Kurnool,24.49
BH001059,C00104,D00363,Gwalior,92.14
BH001060,C01672,D00468,Hubli–Dharwad,51.5
BH001061,C01402,D01474,North Dumdum,24.9
BH001062,C00244,D00919,Kamarhati,72.3
BH001063,C00501,D00941,Amravati,8.25
BH001064,C00197,D00921,Sonipat,88.24
BH001065,C00652,D00253,Hajipur,66.22
BH001066,C01138,D00594,Bareilly,36.94
BH001067,C00531,D00329,Saharsa,50.12
BH001068,C01555,D01181,Bhubaneswar,15.01
BH001069,C00038,D00843,Hajipur,63.59
BH001070,C01649,D01435,Buxar,6.84
BH001071,C00417,D00337,Anand,76.26
BH001072,C00569,D00533,Kota,41.11
BH001073,C00915,D00302,Ghaziabad,37.51
BH001074,C01178,D01202,Adoni,28.34
BH001075,C01824,D00880,Kottayam,86.32
BH001076,C00885,D00964,Durg,14.83
BH001077,C00110,D00944,Bhopal,5.86
BH001078,C00283,D00635,Bhatpara,88.12
BH001079,C01477,D01073,Bhimavaram,81.01
BH001080,C01447,D01145,Anantapuram,68.87
BH001081,C00312,D00983,Mirzapur,65.26
BH001082,C01052,D00692,Visakhapatnam,59.65
BH001083,C01571,D00520,Kochi,96.81
BH001084,C00306,D00063,Berhampur,14.07
BH001085,C01088,D01182,Alwar,50.08
BH001086,C00144,D00654,Karnal,26.21
BH001087,C00666,D01121,Pali,46.76
BH001088,C01618,D01499,Phagwara,63.72
BH001089,C00395,D00022,Jhansi,31.16
BH001090,C01948,D01083,Bahraich,34.44
BH001091,C00931,D00970,Mehsana,0.84
BH001092,C00179,D00266,Haldia,61.98
BH001093,C01581,D01005,Allahabad,95.04
BH001094,C01130,D01035,Nagaon,33.2
BH001095,C01125,D00756,Munger,68.66
BH001096,C01922,D01296,Bahraich,62.83
BH001097,C01611,D00778,Vijayawada,34.6
BH001098,C00037,D01178,Hyderabad,66.56
BH001099,C01828,D00314,Kharagpur,11.44
BH001100,C00065,D00041,Shimoga,46.46
BH001101,C00355,D00809,Aizawl,5.54
BH001102,C00874,D00107,Kottayam,2.35
BH001103,C00175,D00027,Delhi,56.16
BH001104,C01070,D01070,Bhilai,45.83
BH001105,C00061,D00912,Gulbarga,72.34
BH001106,C01528,D00017,Machilipatnam,20.05
BH001107,C01852,D01140,Bellary,56.78
BH001108,C01895,D00205,Bhusawal,42.72
BH001109,C00719,D00205,Rajpur Sonarpur,12.51
BH001110,C01342,D00383,Asansol,94.65
BH001111,C01465,D00750,Amravati,1.15
BH001112,C01507,D01298,Danapur,43.52
BH001113,C00666,D01121,Sambhal,95.57
BH001114,C01581,D01005,Bidar,91.34
BH001115,C01545,D01495,Bhiwandi,31.21
BH001116,C01486,D01038,Chandrapur,97.06
BH001117,C00626,D00501,Mau,17.77
BH001118,C00296,D00622,Mehsana,41.9
BH001119,C00449,D00203,Dehradun,38.28
BH001120,C01980,D00399,Jalandhar,10.71
BH001121,C00181,D00757,Faridabad,23.66
BH001122,C00750,D00801,Katihar,71.92
BH001123,C01636,D01353,Gaya,96.4
BH001124,C00634,D00360,Kollam,84.53
BH001125,C00532,D01258,Hosur,34.97
BH001126,C01969,D00498,Allahabad,8.31
BH001127,C00840,D01362,Hubli–Dharwad,16.91
BH001128,C01926,D00243,Panihati,75.69
BH001129,C01535,D00363,Navi Mumbai,82.61
BH001130,C01369,D00177,Bhilai,39.42
BH001131,C00008,D00935,Proddatur,84.73
BH001132,C01441,D01246,Mango,93.49
BH001133,C01909,D00637,Kottayam,95.27
BH001134,C01753,D00134,Kurnool,27.61
BH001135,C00157,D00029,Gulbarga,88.39
BH001136,C00838,D00928,Bhiwandi,51.06
BH001137,C01730,D00284,Gurgaon,79.01
BH001138,C00601,D00271,Jabalpur,46.71
BH001139,C00165,D00325,Burhanpur,57.82
BH001140,C01309,D01433,Singrauli,36.16
BH001141,C00075,D01299,Khandwa,97.5
BH001142,C00223,D00254,Tirunelveli,50.06
BH001143,C00990,D01179,Kumbakonam,97.36
BH001144,C00258,D00074,Jalgaon,31.32
BH001145,C00557,D00724,Dindigul,30.76
BH001146,C00630,D00953,Pondicherry,87.87
BH001147,C01544,D00784,Bhilwara,54.77
BH001148,C01941,D00163,Chandigarh,15.08
BH001149,C00689,D00202,Kakinada,84.35
BH001150,C01239,D01268,Sultan Pur Majra,16.36
BH001151,C00526,D01132,Surendranagar Dudhrej,78.57
BH001152,C00036,D01154,North Dumdum,65.99
BH001153,C00567,D00896,Rajpur Sonarpur,64.28
BH001154,C00181,D00263,Jamalpur,10.11
BH001155,C01455,D00992,Ambala,77.41
BH001156,C01120,D01294,Davanagere,53.12
BH001157,C00950,D01139,Sasaram,0.25
BH001158,C01370,D01351,Sultan Pur Majra,23.35
BH001159,C00462,D00766,Sangli-Miraj & Kupwad,67.72
BH001160,C01616,D00298,Serampore,50.04
BH001161,C01770,D00105,Tezpur,72.4
BH001162,C01082,D00125,Morena,58.67
BH001163,C00860,D01161,Thane,2.32
BH001164,C00830,D00213,Panchkula,25.97
BH001165,C01586,D01494,Jamshedpur,34.73
BH001166,C00202,D00989,Bhagalpur,99.3
BH001167,C00373,D00615,Imphal,16.1
BH001168,C01799,D00324,Mehsana,31.1
BH001169,C01345,D01007,Firozabad,8.23
BH001170,C01488,D00284,Shimla,24.71
BH001171,C00061,D00912,Karnal,70.82
BH001172,C00105,D00316,Karimnagar,61.13
BH001173,C01948,D01083,Korba,0.42
BH001174,C01938,D00031,Bijapur,49.67
BH001175,C00206,D01054,Warangal,5.29
BH001176,C00120,D01240,Gaya,16.32
BH001177,C01432,D01173,Bhimavaram,10.5
BH001178,C00915,D00302,Nandyal,8.02
BH001179,C01654,D01423,Bhopal,3.24
BH001180,C00028,D00927,Udaipur,29.78
BH001181,C01919,D00858,Tiruvottiyur,81.33
BH001182,C00493,D00741,Raipur,75.02
BH001183,C01017,D01433,Morbi,58.97
BH001184,C00956,D00384,Farrukhabad,4.56
